1,-1,199.667725,181.674042,73.515198,71.765259,0.876676,-1,-1,-1
1,-1,135.461746,289.531982,119.434753,70.214539,0.830512,-1,-1,-1
1,-1,25.144283,83.761292,30.711887,18.206360,0.797568,-1,-1,-1
1,-1,117.139961,79.579903,26.906944,17.913116,0.698263,-1,-1,-1
1,-1,143.409225,78.239288,23.179230,19.193665,0.605007,-1,-1,-1
1,-1,160.725464,74.475113,18.392303,15.001076,0.513731,-1,-1,-1
1,-1,185.019073,77.755943,21.055481,17.404243,0.468398,-1,-1,-1
1,-1,369.582001,72.978127,28.449677,23.749832,0.381513,-1,-1,-1
1,-1,215.248718,50.017387,9.658310,13.774361,0.374309,-1,-1,-1
1,-1,173.416428,65.729858,17.786545,16.924194,0.374206,-1,-1,-1
1,-1,160.626770,60.943108,17.177368,13.075172,0.333696,-1,-1,-1
1,-1,271.030670,46.826576,9.525391,7.939888,0.282502,-1,-1,-1
1,-1,190.430115,57.620155,16.889450,10.931992,0.262538,-1,-1,-1
2,-1,199.519958,180.899765,73.611084,72.212326,0.882401,-1,-1,-1
2,-1,140.110962,289.640747,115.335571,70.112274,0.878447,-1,-1,-1
2,-1,24.875834,83.851936,31.059095,18.231071,0.821198,-1,-1,-1
2,-1,117.145309,79.347122,26.760818,18.147690,0.707084,-1,-1,-1
2,-1,143.356506,77.989380,24.328064,18.881317,0.653493,-1,-1,-1
2,-1,160.865250,74.450798,18.257812,15.105125,0.565558,-1,-1,-1
2,-1,185.040649,76.773979,18.617630,18.087250,0.505241,-1,-1,-1
2,-1,214.748016,52.254303,9.935120,11.659431,0.404726,-1,-1,-1
2,-1,173.515381,66.310074,17.584778,16.818649,0.362873,-1,-1,-1
2,-1,370.086121,72.789391,26.602661,24.468086,0.342860,-1,-1,-1
2,-1,91.138672,69.387497,14.889069,12.170174,0.295144,-1,-1,-1
2,-1,49.678162,77.683472,23.049522,18.258186,0.294489,-1,-1,-1
2,-1,69.449463,75.724472,17.259018,13.996948,0.292857,-1,-1,-1
2,-1,190.232330,56.836567,17.611572,11.839855,0.275029,-1,-1,-1
3,-1,199.493179,181.167755,73.541183,72.347488,0.885431,-1,-1,-1
3,-1,140.581284,289.590607,114.844208,70.163544,0.880748,-1,-1,-1
3,-1,24.159044,83.862640,31.725523,18.293892,0.824776,-1,-1,-1
3,-1,117.163422,79.293289,26.764893,18.203987,0.713212,-1,-1,-1
3,-1,143.567139,77.816910,24.209518,18.677864,0.691982,-1,-1,-1
3,-1,161.201111,74.406967,17.939072,14.978096,0.567393,-1,-1,-1
3,-1,184.975571,77.058578,19.236237,17.811874,0.482462,-1,-1,-1
3,-1,173.490143,65.723862,17.785553,17.316650,0.387207,-1,-1,-1
3,-1,214.316116,51.900295,10.277985,12.148228,0.362046,-1,-1,-1
3,-1,370.024597,72.806427,26.215698,24.458221,0.316194,-1,-1,-1
3,-1,91.025963,69.365128,15.025681,12.324013,0.311046,-1,-1,-1
3,-1,49.711945,77.573700,23.211937,18.361771,0.275855,-1,-1,-1
3,-1,69.443756,75.734238,17.271332,14.020233,0.275256,-1,-1,-1
4,-1,199.632889,180.720428,73.708176,73.029373,0.888288,-1,-1,-1
4,-1,140.742737,289.613068,114.666138,70.142395,0.881564,-1,-1,-1
4,-1,24.218153,83.974045,31.796427,18.118584,0.831408,-1,-1,-1
4,-1,143.297562,77.876244,24.060974,18.395988,0.749273,-1,-1,-1
4,-1,117.160126,79.327286,26.837631,18.137535,0.716115,-1,-1,-1
4,-1,161.231827,74.407684,17.826035,15.109207,0.562906,-1,-1,-1
4,-1,184.970520,76.949173,19.210159,17.952545,0.467767,-1,-1,-1
4,-1,173.459045,65.442474,17.982361,17.665237,0.373824,-1,-1,-1
4,-1,370.060638,72.886917,25.940338,24.303429,0.357257,-1,-1,-1
4,-1,213.638763,52.592438,10.813202,11.530724,0.349095,-1,-1,-1
4,-1,91.073792,69.387054,14.973282,12.262436,0.293157,-1,-1,-1
4,-1,382.629120,85.484924,20.786835,17.735405,0.276935,-1,-1,-1
4,-1,69.444153,75.720917,17.222214,14.143387,0.270758,-1,-1,-1
4,-1,49.602287,77.557983,23.390038,18.394638,0.268198,-1,-1,-1
5,-1,199.759964,181.151428,73.477829,72.687927,0.884659,-1,-1,-1
5,-1,140.519958,289.605103,114.944809,70.151184,0.883879,-1,-1,-1
